acc_1,acc_2,acc_3
0.10190000049769879,0.08954999931156635,0.08954999931156635
0.30929999649524687,0.5520499974489212,0.7684499979019165
0.5393999978899956,0.699499997496605,0.8527499943971635
0.6388000026345253,0.7930499970912934,0.8973999917507172
0.7346999943256378,0.8292999893426896,0.9029000014066697
0.7488499909639359,0.8488499969244003,0.9119000047445297
0.7962999999523164,0.869949996471405,0.9112999916076661
0.8175999969244003,0.880649995803833,0.9126999855041504
0.8466999918222428,0.8911500036716461,0.9180000126361847
0.8649500012397766,0.8901000052690506,0.9203499972820282
0.8683500021696091,0.9059000074863434,0.9208499997854233
0.8603999853134154,0.900399985909462,0.9212500005960464
0.8754499882459641,0.9074999958276748,0.923799991607666
0.8721999973058701,0.9109999984502792,0.9253499954938889
0.8918999910354615,0.9135499954223634,0.9245999902486801
0.8971000045537949,0.9167000085115433,0.9256999850273133
0.8986999928951263,0.9150999903678894,0.926900002360344
0.9027499943971633,0.9151499986648559,0.9270999908447266
0.9059500098228455,0.9174999952316284,0.9259000092744827
0.9074000000953675,0.9158499956130981,0.9287999927997589
0.8998499840497971,0.9203000038862228,0.9283499926328659
0.9090999782085418,0.9221999973058701,0.927349990606308
0.9074999928474426,0.9207999885082245,0.9236499965190887
0.9046999871730805,0.920649990439415,0.9266999900341034
0.9123500019311905,0.920800006389618,0.9292999863624573
0.9114499896764755,0.9193499982357025,0.9295499950647355
0.9183999955654144,0.9191000044345856,0.9298500001430512
0.9149999916553497,0.9229999899864196,0.9321499913930893
0.9176999986171723,0.9243000030517579,0.9281500041484834
0.9135999888181686,0.9223499894142151,0.9298499882221222
0.9110500037670135,0.9230999827384949,0.9283999919891357
0.917849987745285,0.9233999878168107,0.9323500156402589
0.9196999967098236,0.9215000092983245,0.9282999932765961
0.9190000027418137,0.9223999977111816,0.9286500036716461
0.9215499967336656,0.9206000059843064,0.9286499828100205
0.9159499853849411,0.9208999961614609,0.9297999978065491
0.9189999878406525,0.9265499949455261,0.9310000002384186
0.9177499890327454,0.9251499772071838,0.9284499913454056
0.9213999927043914,0.9245500057935715,0.9312499910593033
0.9239999920129776,0.9257499903440476,0.9325999915599823
0.9223000019788743,0.9250499814748764,0.9300499916076661
