acc_1,acc_2,acc_3
0.8366499930620194,0.546249994635582,0.14570000022649765
0.8306499868631363,0.547949992120266,0.14614999927580358
0.8338499963283539,0.5482999995350838,0.14604999721050263
0.8325000017881394,0.5512499928474426,0.14714999906718731
0.8330999970436096,0.5521500080823898,0.14829999916255474
0.8331999957561493,0.5526000022888183,0.14879999905824662
0.8354499936103821,0.5533499985933303,0.14919999949634075
0.8362999945878983,0.5553999900817872,0.14949999935925007
0.8389000058174133,0.5581499949097634,0.14824999794363974
0.8397000014781952,0.559199994802475,0.14880000092089177
0.8242499947547912,0.5592500030994415,0.14879999868571758
0.828349980711937,0.5609999984502793,0.1481499992311001
0.8346999973058701,0.5622999966144562,0.14864999763667583
0.840449994802475,0.560649998486042,0.14884999990463257
0.8373999923467637,0.5633000001311302,0.14940000027418138
0.8361999958753585,0.5648000061511993,0.15014999993145467
0.8380500078201294,0.5641500055789948,0.15079999938607216
0.8381499946117401,0.5649499922990799,0.1516999989748001
0.838249996304512,0.5638999983668327,0.1519500009715557
0.833799985051155,0.5645500004291535,0.15210000053048134
0.837349995970726,0.5631500080227851,0.15259999968111515
0.8353499889373779,0.5631499961018562,0.1522999994456768
0.8336999922990799,0.5643499940633774,0.15295000039041043
0.8426999777555466,0.5652499929070472,0.1541500013321638
0.8353499799966813,0.5638499975204467,0.15395000129938125
0.8391000002622604,0.5609499990940094,0.15459999926388263
0.8405999928712845,0.5668000027537345,0.15509999692440035
0.8325999855995179,0.5678000092506409,0.15554999746382236
0.8414999812841415,0.5706999957561493,0.15585000030696392
0.8467000067234038,0.5677000015974045,0.15720000080764293
0.8454499959945678,0.5681000068783759,0.1572499990463257
0.8462999999523163,0.569750002026558,0.15795000083744526
0.8461499869823457,0.5702499970793724,0.15909999869763852
0.8441999942064286,0.5716500014066697,0.15884999856352805
0.8451000034809113,0.571699996292591,0.15954999811947346
0.845550000667572,0.5707499966025352,0.16094999760389328
0.8438999950885773,0.5717999920248985,0.1620499983429909
0.8457999944686889,0.5718999996781349,0.16300000101327894
0.8450499981641769,0.5719500049948693,0.16354999840259551
0.8432499945163727,0.573900006711483,0.16384999752044677
0.8358999967575074,0.5771000027656555,0.16450000181794167
0.8454000025987625,0.5763499975204468,0.16510000079870224
0.8443499952554703,0.5783499956130982,0.1657999962568283
0.8450999975204467,0.5812999978661537,0.16614999920129775
0.8476000010967255,0.5819500043988228,0.16714999750256537
0.8472000002861023,0.5822000056505203,0.16819999888539314
0.8476499944925309,0.5840500056743623,0.16770000010728836
0.8442999988794326,0.5848499953746795,0.16885000020265578
0.8456499993801116,0.5860500007867813,0.16894999668002128
0.8477500021457672,0.5896999940276146,0.169049996137619
0.8488999873399734,0.5906000033020973,0.16959999799728392
0.8510499894618988,0.5897500038146972,0.16979999989271166
0.8488000005483627,0.5909499973058701,0.1701499991118908
0.8508000075817108,0.5925499901175499,0.1705499991774559
0.8520999908447267,0.5921499907970429,0.17009999826550484
0.8491499960422515,0.5946499943733216,0.17075000256299971
0.8458999931812285,0.5985000014305115,0.17085000053048133
0.8483999967575073,0.5993999972939491,0.1711499996483326
0.8514999866485595,0.6011000007390976,0.17114999890327454
0.8512999892234803,0.6011999979615211,0.17159999683499338
0.8517499953508377,0.6031999841332436,0.17129999697208403
0.8462499916553498,0.6054500058293342,0.17174999862909318
0.8482499897480011,0.606300002336502,0.17274999991059303
0.8517499983310699,0.6069999963045121,0.17469999864697455
0.8501499980688094,0.6058999925851822,0.1752499982714653
0.8479499906301499,0.6042499989271164,0.1755000002682209
0.8466999948024749,0.6034999996423721,0.1751500003039837
0.8477499991655351,0.6030999973416329,0.17595000192523003
0.8507499933242798,0.6068499982357025,0.176450002938509
0.8463499933481216,0.6088499963283539,0.1767499975860119
0.8460999876260757,0.6101500004529953,0.17694999873638154
0.8521499961614609,0.6096999928355217,0.1773499995470047
0.8506500065326691,0.6110499918460846,0.17834999784827232
0.8495000064373017,0.6107499971985817,0.17915000021457672
0.8515499919652938,0.612300007045269,0.1800999976694584
0.8512999981641769,0.6142500057816506,0.18019999861717223
0.8559499919414519,0.6156500026583671,0.17959999814629554
0.84859998524189,0.6164499938488006,0.17969999760389327
0.8480499893426895,0.618099994957447,0.18074999898672106
0.8500499933958054,0.6197000026702881,0.18094999790191652
0.8528999984264374,0.6184000000357628,0.18114999830722808
0.8476000040769578,0.6190500006079673,0.1811999961733818
0.8543999910354614,0.6222500056028366,0.18170000091195107
0.854349997639656,0.6242999956011772,0.18154999986290932
0.847999992966652,0.6251499995589256,0.1825000002980232
0.8529499977827072,0.6270499870181083,0.18329999968409538
0.8506500035524368,0.6286999970674515,0.18395000100135803
0.8533499985933304,0.6279499933123589,0.18469999954104424
0.8512499958276749,0.6274999961256982,0.1849000036716461
0.854899987578392,0.6282499969005585,0.18584999814629555
0.8526499956846237,0.6318499982357025,0.18609999865293503
0.8550499945878982,0.6355499967932701,0.18669999539852142
0.8562499940395355,0.6358999937772751,0.18689999878406527
0.85450000166893,0.6352999940514564,0.1873499982059002
0.8509499996900558,0.6373999893665314,0.18854999765753747
0.8528499960899354,0.6373499974608421,0.18899999782443044
0.8553000003099442,0.6373499989509582,0.18889999836683274
0.8549999862909317,0.6384000048041344,0.18924999758601188
0.8560999959707261,0.6372500032186508,0.18979999646544457
0.857150000333786,0.6393999934196473,0.1899999998509884
0.8534499883651734,0.6405999943614006,0.19060000032186508
0.8545500010251998,0.6384500011801719,0.1906999982893467
0.8556500017642975,0.6405500024557114,0.19084999859333038
0.8563999980688095,0.6420000061392784,0.19154999777674675
0.8577499836683273,0.6430999904870986,0.19185000285506248
0.8597000062465667,0.6434999883174897,0.19180000051856042
0.8541999965906143,0.6446999967098236,0.1923999957740307
0.8540999948978424,0.6432499974966049,0.19300000071525575
0.8563500046730042,0.6446999996900559,0.19315000101923943
0.8538499981164932,0.6468000054359436,0.19464999809861183
0.8578999936580658,0.648499993979931,0.1956999994814396
0.8519499868154525,0.6495500072836876,0.19604999721050265
0.8579999923706054,0.6515999943017959,0.19635000005364417
0.8573999971151351,0.6513000011444092,0.1962499976158142
0.8537999987602234,0.6509500041604042,0.1957999996840954
0.858149990439415,0.6518499925732613,0.196399999409914
0.8528499871492385,0.6527999967336655,0.19709999859333038
0.8550999999046325,0.6547499999403954,0.1970499984920025
0.8584999978542327,0.6556500002741814,0.19715000241994857
0.8555999875068665,0.6565500035881996,0.1972999967634678
0.8584999978542327,0.6545499935746193,0.19804999828338624
0.8516499996185303,0.6548499941825867,0.19759999960660934
0.8591499954462052,0.6559999927878379,0.19795000106096267
0.8565499961376191,0.6572999954223633,0.19819999858736992
0.8591499954462052,0.6569999918341637,0.1983499988913536
0.8604499936103821,0.656300000846386,0.1991499975323677
0.8612500071525574,0.6575999930500984,0.19849999919533728
0.8584499895572663,0.659249997138977,0.19819999858736992
0.8568499952554702,0.6587500035762787,0.1993499979376793
0.8580500036478043,0.6611499965190888,0.1992999963462353
0.8587999910116195,0.6621499940752983,0.20089999660849572
0.8587000012397766,0.660699999332428,0.20160000026226044
0.857699990272522,0.6624499931931496,0.20165000036358832
0.8556999921798706,0.6648999989032744,0.20174999833106994
0.8596500009298325,0.6652499973773957,0.20184999704360962
0.857549998164177,0.6688500002026558,0.20154999792575837
0.8576499968767166,0.6677500098943709,0.20194999799132346
0.8581499844789504,0.6674499988555909,0.20189999863505365
0.8579499840736389,0.6696999996900559,0.20239999890327454
0.859949991106987,0.6697000071406365,0.20204999670386314
0.8600999891757966,0.6700000077486038,0.20259999781847
0.858299994468689,0.6698000028729438,0.20275000110268593
0.8598499923944474,0.6710499912500382,0.20320000126957893
0.8588499933481217,0.6705499976873398,0.2030000001192093
0.8603999823331834,0.6724499925971031,0.20309999734163284
0.8589499801397323,0.675199994444847,0.20339999794960023
0.8599000006914139,0.6760499864816666,0.2038500003516674
0.8579000025987625,0.6765499979257583,0.2044499970972538
0.8566999971866608,0.6795499950647355,0.2045499995350838
0.8577499955892562,0.6800999969244004,0.20465000048279763
0.8582499951124192,0.6816500037908554,0.20539999902248385
0.8578500002622604,0.6841499969363213,0.20544999837875366
0.8607999831438065,0.6840499907732009,0.20575000122189524
0.8572000026702881,0.6849500015377998,0.20604999735951424
0.855799999833107,0.6876999944448472,0.2060999982059002
0.8616999983787537,0.6877000004053115,0.20689999908208845
0.8595999836921692,0.6868499875068665,0.20719999819993973
0.8578999996185303,0.6862999886274338,0.2067499987781048
0.8566000014543533,0.6860499948263168,0.2070499949157238
0.8601499944925308,0.6875499963760376,0.20759999826550485
0.8612000077962876,0.6874500036239624,0.20799999982118605
0.8586999982595445,0.6891500025987625,0.20869999974966047
0.8600999951362609,0.69094999730587,0.20864999517798424
0.8632999867200851,0.6911999881267548,0.20869999825954438
0.861599999666214,0.6924499988555908,0.20924999862909316
0.8574000030755997,0.6948999971151352,0.20955000147223474
0.8620999902486801,0.6946499943733215,0.20994999930262565
0.8609499931335449,0.6963500022888183,0.20994999930262565
0.861200001835823,0.6971499860286713,0.2104499988257885
0.8628499984741211,0.6968999922275543,0.21075000017881393
0.8618999958038329,0.6981999993324279,0.21094999983906745
0.8626999914646148,0.6983000069856644,0.21135000213980676
0.856749990582466,0.6972499996423721,0.21150000318884848
0.8566000074148179,0.6973499923944473,0.21149999946355819
0.8581499993801116,0.6987500041723251,0.21154999807476998
0.8612999886274337,0.6994000017642975,0.21159999892115594
0.8571999847888947,0.7004000067710876,0.2113499991595745
0.8601999908685685,0.698549997806549,0.21184999793767928
0.8579999923706054,0.6988999873399735,0.21229999959468843
0.8593499928712844,0.6988999962806701,0.21255000084638598
0.8571499943733215,0.7007500052452087,0.21294999867677689
0.8599999874830246,0.7017000019550323,0.21365000009536744
0.8519999951124191,0.7006500035524368,0.21410000100731852
0.8597499936819077,0.7013499826192855,0.21415000036358833
0.8607000023126602,0.7031999856233597,0.2152499996125698
0.8612499892711639,0.7024500042200088,0.2153999999165535
0.8601500004529954,0.7030500024557114,0.21570000052452087
0.8638500094413757,0.7036500006914139,0.21559999883174896
0.8626499950885773,0.7041000008583069,0.21594999954104424
0.861749991774559,0.7034500002861024,0.21570000126957894
0.8618000090122222,0.7041000068187713,0.21524999886751175
0.8618500024080277,0.7031499952077866,0.21550000011920928
0.8628999948501587,0.7050000041723251,0.2159499987959862
0.8635999888181687,0.7054500073194504,0.2171999990940094
0.8590499967336654,0.7055999994277954,0.2167499974370003
0.8580500036478043,0.7064999938011169,0.2170500010251999
0.8643500000238419,0.7076999962329864,0.21814999952912328
0.8613499850034714,0.7082999885082245,0.21820000037550927
0.8627999931573868,0.7069499880075455,0.21804999560117722
0.8625000029802323,0.706700000166893,0.21834999769926072
0.8638500005006791,0.7073999881744385,0.21830000057816507
0.8650000005960465,0.7087500005960464,0.21844999939203263
0.8643999993801117,0.7102999955415725,0.2188999980688095
0.8627000093460083,0.7105499982833863,0.2195499986410141
0.8624499887228012,0.7109999924898147,0.21959999874234198
0.8634000033140182,0.7127000004053116,0.2199000008404255
0.8605500012636185,0.7120999962091445,0.22009999826550483
0.8594000071287156,0.7110999822616577,0.22020000368356704
0.8582499951124192,0.7134999901056289,0.21995000019669533
0.858599990606308,0.7162499964237212,0.22019999772310256
0.8619500011205674,0.714449992775917,0.22044999971985818
0.8629999995231628,0.7149499982595444,0.22139999791979792
0.8632999956607819,0.7155500113964081,0.22144999727606773
0.8635499984025955,0.7165499985218048,0.2216500021517277
0.8651999980211258,0.7164499968290329,0.2213500015437603
0.8631499975919723,0.7167999982833863,0.221799997985363
0.8658500045537949,0.7183000057935716,0.22244999781250951
0.8651000022888183,0.7179499983787536,0.2232500001788139
0.8657999992370606,0.7186500012874604,0.22365000024437903
0.8652499884366989,0.7194000005722045,0.22394999861717224
0.8639000087976456,0.7209999918937684,0.22435000091791152
0.8656499981880188,0.7212499916553498,0.22455000132322311
0.8648000001907349,0.7217499971389771,0.22440000027418136
0.8661500006914138,0.720499986410141,0.2245999962091446
0.8638000071048737,0.7215000122785569,0.22469999641180038
0.8647000014781951,0.7226499915122986,0.22604999914765359
0.8646999925374985,0.7239000111818313,0.2258499965071678
0.8654999822378159,0.7231499940156937,0.22664999812841413
0.8652000010013581,0.7226000040769577,0.22669999599456786
0.8658999860286712,0.723849993944168,0.22600000128149986
0.866049998998642,0.7243499994277954,0.22719999998807908
0.8661499947309494,0.7255000054836274,0.22774999737739565
0.8650999814271927,0.7265500038862228,0.2285499967634678
0.8665500015020371,0.7247999966144562,0.22859999611973764
0.8625500053167343,0.7253000110387802,0.22904999926686287
0.8629000008106231,0.7270000040531158,0.2295500010251999
0.8643499910831451,0.7259500056505204,0.22999999970197677
0.8636999815702437,0.7275999933481216,0.22989999800920485
0.8659499824047088,0.7287000000476838,0.23029999956488612
0.8649999916553497,0.7287499904632568,0.23064999729394914
0.8638500005006791,0.7284000039100647,0.23104999735951423
0.8641000032424927,0.7293499886989594,0.2311499983072281
0.8627999931573868,0.7298500031232834,0.23120000064373017
0.864099982380867,0.7284999907016754,0.2312999978661537
0.8634499877691268,0.7300500035285951,0.2315000005066395
0.8578499972820282,0.7302999943494797,0.2318500004708767
0.86424999833107,0.729650005698204,0.23205000087618827
0.8628999978303908,0.7308999985456466,0.23224999979138372
0.8663499891757964,0.7302999943494797,0.23264999762177468
0.8668499946594238,0.7315500020980834,0.23319999873638153
0.8632499933242798,0.7331500023603439,0.2336999975144863
0.8669999957084655,0.7326499998569489,0.23369999900460242
0.8654500037431717,0.732299992442131,0.23344999998807908
0.8617999911308288,0.7333000034093857,0.23415000066161157
0.8613000035285949,0.7338499873876572,0.23429999947547914
0.863600006699562,0.7354500025510788,0.23459999933838843
0.864850002527237,0.7355500042438508,0.2349499985575676
0.8633500099182129,0.7349500089883805,0.23519999980926515
