acc_1,acc_2,acc_3
0.10404999889433383,0.12284999899566174,0.11985000111162662
0.1284500002861023,0.12159999832510948,0.12019999884068966
0.1907999999821186,0.12779999896883965,0.1204500000923872
0.22414999976754188,0.13390000052750112,0.12054999954998492
0.21264999806880952,0.12459999695420265,0.12064999975264072
0.255799999833107,0.12149999998509883,0.12094999961555004
0.30679998844861983,0.11869999878108502,0.12115000076591968
0.29120000302791593,0.11929999999701978,0.12160000018775463
0.3312499985098839,0.1215499985963106,0.12124999985098839
0.35415000170469285,0.12470000050961971,0.12149999849498272
0.3863000050187111,0.12874999903142453,0.12180000059306623
0.4265000015497208,0.13509999662637712,0.12215000130236148
0.48814999908208845,0.14059999883174895,0.12254999876022339
0.49094999581575394,0.1475500002503395,0.1223999984562397
0.5059499993920327,0.15714999884366987,0.12274999953806401
0.5143500000238419,0.1606500007212162,0.1228500012308359
0.554500000178814,0.15604999624192714,0.12290000095963478
0.5552499979734421,0.16044999919831754,0.12269999831914902
0.5652999877929688,0.15820000059902667,0.12319999784231185
0.5712499916553497,0.16424999833106996,0.12309999912977218
0.5764500007033349,0.17219999730587005,0.1230999980121851
0.5681999951601029,0.17830000072717667,0.1229499988257885
0.5857999965548515,0.178949998319149,0.12390000000596046
0.6006499975919724,0.1865000009536743,0.12414999678730965
0.6068499922752381,0.1896999955177307,0.12554999850690365
0.6242500051856041,0.19415000081062317,0.12604999989271165
0.6279000028967858,0.19864999800920485,0.1268500007688999
0.654049988090992,0.20820000097155572,0.1276999983936548
0.6318500027060509,0.2121000036597252,0.12799999937415124
0.6471999928355217,0.21919999420642855,0.12864999659359455
0.6737999975681305,0.22130000069737435,0.12964999936521054
0.6727999866008758,0.2252500005066395,0.13009999878704548
0.6702000007033349,0.23104999586939812,0.13029999881982804
0.6847500085830689,0.22894999831914903,0.13085000067949296
0.6815500050783156,0.22899999767541884,0.13159999921917914
0.6870499968528747,0.23040000200271604,0.13110000193119048
0.6889500081539154,0.22844999730587007,0.13169999979436398
0.6848000004887581,0.2329499952495098,0.13134999983012674
0.6864500001072884,0.23249999880790712,0.13089999817311765
0.6950999945402145,0.23704999834299087,0.13040000051259992
0.6953499913215637,0.2372499957680702,0.12969999946653843
0.6887500047683717,0.23799999728798865,0.12949999831616876
0.6974999949336051,0.2415999986231327,0.12900000102818013
0.6936000049114227,0.24080000296235085,0.12769999876618385
0.7180000007152558,0.24075000137090685,0.12719999775290491
0.7249000042676925,0.24274999946355819,0.1265499982982874
0.7174499928951263,0.24129999652504922,0.12624999992549418
0.7161999970674515,0.24589999839663507,0.1256999984383583
0.7361999988555907,0.245799995213747,0.12470000050961971
0.742299997806549,0.24629999846220016,0.12359999977052212
0.7304000079631805,0.24724999889731406,0.1225999977439642
0.7388999938964844,0.24985000044107436,0.12209999933838844
0.7419999837875366,0.25314999744296074,0.12140000127255916
0.7438999861478806,0.25149999707937243,0.12079999931156636
0.742399999499321,0.25870000049471853,0.11989999897778034
0.7507500022649765,0.25939999967813493,0.11924999952316284
0.7478999942541122,0.2640999980270863,0.11884999983012676
0.7608999997377396,0.26434999629855155,0.11850000023841858
0.7594999939203262,0.26724999994039533,0.11764999963343144
0.7493499964475632,0.2686499960720539,0.11764999963343144
0.756850004196167,0.2747999966144562,0.11729999892413616
0.7654499948024749,0.278999999165535,0.11720000095665456
0.7529000043869019,0.28464999720454215,0.11704999953508377
0.7616499841213227,0.28890000134706495,0.1165499996393919
0.7637499898672104,0.2917499959468841,0.11700000017881393
0.7690000057220459,0.2959999978542328,0.11685000024735928
0.7675499886274337,0.3002000018954277,0.1165499996393919
0.7716999918222427,0.30090000182390214,0.11629999987781048
0.7741999834775926,0.3106999963521957,0.11649999991059304
0.7794500052928924,0.31339999884366987,0.11685000136494636
0.76904998421669,0.31869999766349794,0.11750000119209289
0.7599999845027924,0.3236999958753586,0.11760000102221965
0.7785500019788743,0.32764999866485595,0.11790000163018705
0.7793499946594238,0.333050000667572,0.11759999878704547
0.7694999933242798,0.3398499980568886,0.1178499985486269
0.7820500016212464,0.3413000017404556,0.1183499999344349
0.7841500043869019,0.3498499929904938,0.11845000088214874
0.787049987912178,0.352700001001358,0.1183999978005886
0.7863499999046326,0.3579000011086464,0.11879999861121177
0.7880499958992004,0.359349998831749,0.119149998575449
0.7866500020027161,0.36484999805688856,0.11914999820291997
0.7829499989748001,0.3677999958395958,0.1195499997586012
0.7930499970912933,0.3730500012636184,0.12005000039935113
0.792549991607666,0.3768500030040741,0.12035000100731849
0.7983000010251999,0.3777000039815903,0.12065000049769878
0.7955999940633773,0.3861999958753586,0.12084999978542327
0.7987500011920929,0.39179999828338624,0.12114999927580355
0.7900999963283539,0.3973999977111816,0.12180000022053718
0.7971000045537948,0.40019999593496325,0.12189999967813492
0.7952000051736832,0.40734999328851695,0.12255000062286854
0.8027999877929688,0.414499993622303,0.12294999994337558
0.8029499828815461,0.4159999996423721,0.1233499988913536
0.8048999935388566,0.4191999971866608,0.12369999960064888
0.8070499837398529,0.42439999282360075,0.12419999949634075
0.7972499996423721,0.42684999108314514,0.12485000118613243
0.8006499946117401,0.432200001180172,0.12539999932050705
0.8057999849319458,0.43559999763965607,0.12534999735653402
0.8087500005960464,0.44094999730587003,0.12694999873638152
0.7999999970197678,0.4443499982357025,0.12725000046193602
0.8037499934434891,0.44684999585151675,0.127250000461936
0.8015999913215637,0.45234999209642407,0.12759999781847
0.808449998497963,0.45550000071525576,0.12794999964535236
0.8029499858617783,0.4584999933838844,0.12854999788105487
0.80864999294281,0.45929999500513075,0.12899999916553498
0.8060499966144561,0.4671499952673912,0.1291499987244606
0.8094000101089478,0.4697499975562096,0.1303999986499548
0.810849991440773,0.474049998819828,0.1306500006467104
0.8187499970197678,0.4773499950766564,0.13119999840855598
0.817249995470047,0.47540000081062317,0.131750001758337
0.8209500104188918,0.4820499986410141,0.1323999986052513
0.8165500074625015,0.4878499999642372,0.1324999999254942
0.8123499989509582,0.4895499929785729,0.132949997857213
0.8135000050067902,0.4906999930739403,0.1336000006645918
0.8169000059366227,0.4901999905705452,0.13429999873042106
0.8063999980688095,0.4924499973654747,0.13434999957680702
0.8079499870538711,0.4919500008225441,0.13515000008046626
0.8070499897003174,0.4938500002026558,0.13620000183582306
0.8142500132322311,0.4954999998211861,0.13625000044703484
0.8190999895334243,0.5021499946713448,0.1369500007480383
0.8238000065088272,0.5040499985218048,0.1367500014603138
0.8164999902248382,0.5065500006079674,0.13709999732673167
0.8236000031232834,0.5082499980926514,0.1373499982059002
0.8207999885082244,0.5109999865293503,0.13754999935626983
0.8188000023365021,0.5129000023007393,0.13759999871253967
0.8236499965190888,0.5165499985218048,0.13795000053942202
0.8227500021457672,0.5185000002384186,0.13790000043809414
0.8232999920845032,0.5246500000357628,0.13829999938607215
0.8186999976634979,0.5263999879360199,0.13924999982118608
0.821249994635582,0.5280500024557113,0.13935000076889992
0.8319999963045119,0.5307499885559082,0.13990000151097776
0.8285999923944474,0.5322500064969062,0.13989999890327454
0.8331000000238419,0.5322499945759773,0.14069999977946282
0.8327999979257583,0.5364999890327453,0.14149999842047692
0.8289999842643738,0.5375000029802323,0.14229999892413617
0.8351000010967254,0.5391999945044518,0.14340000040829182
0.8344999939203263,0.5397499948740005,0.14364999793469907
0.837399998307228,0.5399499937891961,0.14354999959468842
0.8322999954223633,0.5392500028014183,0.1445499986410141
0.8280999928712844,0.5411000058054924,0.1455999992787838
0.8271499991416931,0.5444999977946281,0.14629999697208407
0.8303499966859818,0.5455500066280365,0.1458999991416931
0.8258499950170517,0.5446499869227409,0.14564999975264073
